route_id,trip_id,trip_headsign,service_id,direction_id,shape_id,wheelchair_accessible,bikes_allowed
B,28565073,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
A,28522619,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
A,28521774,"Le Pont-de-Claix, L'Etoile",1234567-MEHS29_ST5_29_ET2024,0,SEM_A_3,0,0
E,29050176,"Fontanil-Cornillon, Palluel",12345-MGELV30_ST0_30_ET2024,1,SEM_E_1,0,0
84,29041266,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
B,28565075,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
A,28522642,"Le Pont-de-Claix, L'Etoile",12345-MEELVE32_ST0_32_ET2024,0,SEM_A_3,0,0
22,28441682,"Saint-Égrève, Saint Egrève Gare",1234567-MSESAH28_ST5_28_ET2024,0,SEM_22_3,0,0
B,28564894,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
2,29133100,"Grenoble, Louise Michel",1234567-MEHD29_ST6_29_ET2024,1,SEM_C2_1,0,0
3,29146901,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C3_1,0,0
82,29047215,"Gières, Gières Gare - Universités",1234567-MGED27_ST6_27_ET2024,0,,0,0
B,29042403,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,SEM_B_1,0,0
B,29047475,"Grenoble, Oxford",1234567-MGED27_ST6_27_ET2024,1,,0,0
82,29041965,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
25,28824358,"Le Gua, Les Saillants",12345-MAHLV29_ST0_29_ET2024,0,SEM_25_1,0,0
A,28522590,"Le Pont-de-Claix, L'Etoile",12345-MEELVE32_ST0_32_ET2024,0,SEM_A_3,0,0
3,29147118,"Échirolles, Centre du graphisme",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C3_2,0,0
83,29111590,"Seyssins, Le Prisme",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
82,28642011,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,1,,0,0
82,29047111,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,1,,0,0
6,28179510,"Saint-Martin-d'Hères, Henri Wallon",12345-MSELVE30_ST0_30_ET2024,1,SEM_C6_1,0,0
44,28869351,"Le Gua, Les Saillants",1234567-MFES28_ST5_28_ET2024,0,SEM_44_7,0,0
E,29050251,"Fontanil-Cornillon, Palluel",12345-MGELV30_ST0_30_ET2024,1,SEM_E_1,0,0
16,28463786,"Corenc, Montfleury",12345-MSELVE30_ST0_30_ET2024,0,SEM_16_1,0,0
83,29046762,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGED27_ST6_27_ET2024,0,,0,0
2,29132478,"Grenoble, Louise Michel",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C2_1,0,0
3,29147394,"Grenoble, Victor Hugo",1234567-MEHD29_ST6_29_ET2024,0,SEM_C3_1,0,0
19,28467397,"Seyssins, Garlettes",12345-MSELVE30_ST0_30_ET2024,0,SEM_19_1,0,0
19,28441277,"Seyssins, Garlettes",1234567-MSESAH28_ST5_28_ET2024,0,SEM_19_1,0,0
A,28522706,"Le Pont-de-Claix, L'Etoile",12345-MEELVE32_ST0_32_ET2024,0,SEM_A_3,0,0
E,29050297,"Grenoble, Louise Michel",12345-MGELV30_ST0_30_ET2024,0,SEM_E_2,0,0
4,29148198,"Grenoble, Victor Hugo",1234567-MEHS29_ST5_29_ET2024,1,SEM_C4_2,0,0
82,29047175,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,1,,0,0
7,28443823,"Échirolles, Comboire",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C7_2,0,0
2,29132756,"Claix, Pont Rouge",1234567-MEHS29_ST5_29_ET2024,0,SEM_C2_2,0,0
E,29050153,"Grenoble, Louise Michel",12345-MGELV30_ST0_30_ET2024,0,SEM_E_2,0,0
B,29047485,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,0,SEM_B_1,0,0
21,29006427,"Claix, Pont Rouge",1234567-MFES28_ST5_28_ET2024-MFES33_ST5_33_ET2024,0,SEM_21_1,0,0
83,29111519,"Seyssins, Le Prisme",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
12,28491058,"Eybens, Maisons Neuves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,,0,0
5,28607108,"Grenoble, Palais de Justice - Gare",1234567-MSHDF28_ST6_28_ET2024,0,,0,0
83,29041464,"Seyssins, Le Prisme",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
5,28470027,"Grenoble, Palais de Justice - Gare",12345-MSELVE30_ST0_30_ET2024,0,,0,0
20,28441405,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",1234567-MSESAH28_ST5_28_ET2024,0,SEM_20_1,0,0
E,29042824,"Fontanil-Cornillon, Palluel",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,SEM_E_1,0,0
A,28521452,"Le Pont-de-Claix, L'Etoile",1234567-MEHD29_ST6_29_ET2024,0,SEM_A_3,0,0
15,28980680,"Grenoble, Verdun - Préfecture",12345-MAHLV29_ST0_29_ET2024,1,SEM_15_11,0,0
82,28642059,"Gières, Gières Gare - Universités",12345-MGELV30_ST0_30_ET2024,0,,0,0
84,28665079,"Saint-Martin-d'Hères, Etienne Grappe",123456*-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
44,28869342,"Miribel-Lanchâtre, Le Vernay",1234567-MFES28_ST5_28_ET2024,1,SEM_44_4,0,0
E,29051804,"Grenoble, Gares",12345-MGELV34_ST0_34_ET2024,1,,0,0
82,29047211,"Gières, Gières Gare - Universités",1234567-MGED27_ST6_27_ET2024,0,,0,0
12,28486951,"Saint-Martin-d'Hères, Les Alloves",1234567-MEHS29_ST5_29_ET2024,1,,0,0
7,28444201,"Échirolles, Comboire",12345-MSELVE30_ST0_30_ET2024,1,SEM_C7_2,0,0
82,28637621,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,1,,0,0
B,29047416,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,0,SEM_B_1,0,0
A,28521966,"Le Pont-de-Claix, L'Etoile",1234567-MEHS29_ST5_29_ET2024,0,SEM_A_3,0,0
3,29148415,"Échirolles, Centre du graphisme",1234567-MEHS29_ST5_29_ET2024,1,SEM_C3_2,0,0
A,28522595,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
83,29041452,"Seyssins, Le Prisme",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
83,29111619,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
6,28179488,"Grenoble, Oxford",12345-MSELVE30_ST0_30_ET2024,0,SEM_C6_2,0,0
84,28665046,"Saint-Martin-d'Hères, Condillac - Universités",123456*-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
1,28833116,"Grenoble, Cité Jean Macé",12345-MSELVE30_ST0_30_ET2024,1,SEM_C1_4,0,0
A,28523154,"Le Pont-de-Claix, L'Etoile",12345-MEELVE34_ST0_34_ET2024,0,SEM_A_3,0,0
7,28443757,"Gières, Universités - Biologie",1234567-MSESAH28_ST5_28_ET2024,0,SEM_C7_1,0,0
6,28179475,"Saint-Martin-d'Hères, Henri Wallon",12345-MSELVE30_ST0_30_ET2024,1,SEM_C6_1,0,0
82,28637671,"Gières, Gières Gare - Universités",12345-MGELV34_ST0_34_ET2024,0,,0,0
50,29006786,"Sassenage, Les Côtes",1234567-MFES28_ST5_28_ET2024-MFES33_ST5_33_ET2024,1,SEM_50_1,0,0
2,29132417,"Grenoble, Louise Michel",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C2_1,0,0
B,28558003,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,0,SEM_B_1,0,0
14,28492690,"Grenoble, Verdun - Préfecture",1234567-MAHD28_ST6_28_ET2024,0,SEM_14_5,0,0
23,29053536,"Vizille, Le Péage",1234567-MFED28_ST6_28_ET2024,0,,0,0
B,28558192,"Grenoble, Oxford",12345-MGELV30_ST0_30_ET2024,1,SEM_B_2,0,0
2,29132775,"Claix, Pont Rouge",1234567-MEHS29_ST5_29_ET2024,0,SEM_C2_2,0,0
3,29147092,"Échirolles, Centre du graphisme",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C3_2,0,0
A,28522503,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
82,28637610,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,1,,0,0
7,28443814,"Échirolles, Comboire",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C7_2,0,0
1,28833122,"Grenoble, Cité Jean Macé",12345-MSELVE30_ST0_30_ET2024,1,SEM_C1_4,0,0
B,29042453,"Grenoble, Oxford",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,SEM_B_2,0,0
E,29051773,"Fontanil-Cornillon, Palluel",12345-MGELV34_ST0_34_ET2024,1,SEM_E_1,0,0
A,28522578,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
83,29111674,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
15,28980638,"Domène, Les Arnauds",12345-MAHLV29_ST0_29_ET2024,0,SEM_15_6,0,0
E,29051668,"Fontanil-Cornillon, Palluel",12345-MGELV34_ST0_34_ET2024,1,SEM_E_1,0,0
6,28788202,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C6_1,0,0
22,28441640,"Saint-Égrève, Saint Egrève Gare",1234567-MSESAH28_ST5_28_ET2024,0,SEM_22_3,0,0
2,29133163,"Claix, Pont Rouge",1234567-MEHD29_ST6_29_ET2024,0,SEM_C2_2,0,0
4,29148173,"Eybens, Le Verderet",1234567-MEHS29_ST5_29_ET2024,0,SEM_C4_1,0,0
6,28788193,"Grenoble, Oxford",1234567-MSHDF28_ST6_28_ET2024,0,SEM_C6_2,0,0
A,28521562,"Le Pont-de-Claix, L'Etoile",1234567-MEHD29_ST6_29_ET2024,0,SEM_A_3,0,0
12,28486891,"Saint-Martin-d'Hères, Les Alloves",1234567-MEHS29_ST5_29_ET2024,1,,0,0
2,29132351,"Claix, Pont Rouge",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C2_2,0,0
83,29046811,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGED27_ST6_27_ET2024,0,,0,0
6,28788273,"Grenoble, Oxford",1234567-MSHDF28_ST6_28_ET2024,0,SEM_C6_2,0,0
26,28707575,"Saint-Georges-de-Commiers, St-G.-de-Commiers Gare",12345-MFELV29_ST0_29_ET2024,0,SEM_26_5,0,0
2,29132396,"Claix, Pont Rouge",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C2_2,0,0
1,28833166,"Meylan, Maupertuis",12345-MSELVE30_ST0_30_ET2024,0,SEM_C1_2,0,0
19,28467410,"Sassenage, L'Ovalie",12345-MSELVE30_ST0_30_ET2024,1,SEM_19_2,0,0
7,28439422,"Échirolles, Comboire",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C7_2,0,0
E,29047681,"Grenoble, Louise Michel",1234567-MGED27_ST6_27_ET2024,0,SEM_E_2,0,0
82,28642100,"Gières, Gières Gare - Universités",12345-MGELV30_ST0_30_ET2024,0,,0,0
42,29058513,"La Tronche, Grand Sablon",1234567-MFES33_ST5_33_ET2024,0,SEM_42_2,0,0
1,28849389,"Meylan, Maupertuis",1234567-MSESAH28_ST5_28_ET2024,0,SEM_C1_2,0,0
15,28980621,"Saint-Ismier, Bois Français",12345-MAHLV29_ST0_29_ET2024,0,SEM_15_12,0,0
1,28833199,"Montbonnot-Saint-Martin, Pré de l'Eau",12345-MSELVE30_ST0_30_ET2024,0,SEM_C1_6,0,0
4,29147552,"Eybens, Le Verderet",1234567-MEHD29_ST6_29_ET2024,0,SEM_C4_1,0,0
83,29041435,"Seyssins, Le Prisme",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
13,28805215,"Poisat, Cimetière Intercommunal",123456*-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,,0,0
5,28469950,"Gières, Universités - Biologie",12345-MSELVE30_ST0_30_ET2024,1,,0,0
46,28870938,"Saint-Paul-de-Varces, Saint-Paul-de-Varces Place",1234567-MFES28_ST5_28_ET2024,0,SEM_46_5,0,0
E,29050304,"Grenoble, Louise Michel",12345-MGELV30_ST0_30_ET2024,0,SEM_E_2,0,0
12,28492202,"Eybens, Maisons Neuves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,,0,0
23,29053491,"Vizille, Le Péage",12345-MFELV29_ST0_29_ET2024,0,,0,0
44,29058537,"Le Gua, Les Saillants",1234567-MFES33_ST5_33_ET2024,0,SEM_44_7,0,0
7,28443749,"Gières, Universités - Biologie",1234567-MSESAH28_ST5_28_ET2024,0,SEM_C7_1,0,0
16,28441545,"Le Pont-de-Claix, Gendarmerie",1234567-MSESAH28_ST5_28_ET2024,1,SEM_16_2,0,0
15,28980546,"Grenoble, Verdun - Préfecture",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,1,SEM_15_10,0,0
3,29147445,"Échirolles, Centre du graphisme",1234567-MEHD29_ST6_29_ET2024,1,SEM_C3_2,0,0
54,29058629,"Grenoble, Oxford",1234567-MFES33_ST5_33_ET2024,0,SEM_54_1,0,0
A,28521888,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
12,28484483,"Eybens, Maisons Neuves",1234567-MEHD29_ST6_29_ET2024,0,,0,0
E,29042713,"Grenoble, Louise Michel",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,SEM_E_2,0,0
2,29132880,"Claix, Pont Rouge",1234567-MEHS29_ST5_29_ET2024,0,SEM_C2_2,0,0
6,28567244,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C6_1,0,0
63,29006923,"Mont-Saint-Martin, Chemin de Namière",12345-MFELV29_ST0_29_ET2024,1,SEM_63_1,0,0
83,29046790,"Seyssins, Le Prisme",1234567-MGED27_ST6_27_ET2024,1,,0,0
B,28564842,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
B,29042270,"Grenoble, Oxford",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
20,28467495,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",12345-MSELVE30_ST0_30_ET2024,0,SEM_20_1,0,0
16,28441477,"Le Pont-de-Claix, Gendarmerie",1234567-MSESAH28_ST5_28_ET2024,1,SEM_16_2,0,0
82,28641935,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,1,,0,0
2,29132355,"Claix, Pont Rouge",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C2_2,0,0
B,28558189,"Grenoble, Oxford",12345-MGELV30_ST0_30_ET2024,1,SEM_B_2,0,0
2,29133133,"Grenoble, Louise Michel",1234567-MEHD29_ST6_29_ET2024,1,SEM_C2_1,0,0
66,29007128,"Jarrie, Clos Jouvin",12345-MFELV29_ST0_29_ET2024,1,,0,0
A,28521461,"Le Pont-de-Claix, L'Etoile",1234567-MEHD29_ST6_29_ET2024,0,SEM_A_3,0,0
6,28179515,"Saint-Martin-d'Hères, Henri Wallon",12345-MSELVE30_ST0_30_ET2024,1,SEM_C6_1,0,0
83,29111511,"Seyssins, Le Prisme",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
14,28493661,"Gières, Gières Gare - Universités",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,1,SEM_14_2,0,0
5,28567038,"Grenoble, Palais de Justice - Gare",1234567-MSESAH28_ST5_28_ET2024,0,,0,0
7,28439490,"Gières, Universités - Biologie",1234567-MSHDF28_ST6_28_ET2024,0,SEM_C7_1,0,0
A,28521898,"Le Pont-de-Claix, L'Etoile",1234567-MEHS29_ST5_29_ET2024,0,SEM_A_3,0,0
12,28492134,"Eybens, Maisons Neuves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,,0,0
6,28788210,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C6_1,0,0
3,29146878,"Échirolles, Centre du graphisme",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C3_2,0,0
A,28523055,"Le Pont-de-Claix, L'Etoile",12345-MEELVE34_ST0_34_ET2024,0,SEM_A_3,0,0
3,29148266,"Échirolles, Centre du graphisme",1234567-MEHS29_ST5_29_ET2024,1,SEM_C3_2,0,0
3,29147428,"Grenoble, Victor Hugo",1234567-MEHD29_ST6_29_ET2024,0,SEM_C3_1,0,0
3,29148363,"Échirolles, Centre du graphisme",1234567-MEHS29_ST5_29_ET2024,1,SEM_C3_2,0,0
21,29006206,"Seyssins, Le Prisme",1234567-MFED28_ST6_28_ET2024,1,SEM_21_2,0,0
3,29147430,"Grenoble, Victor Hugo",1234567-MEHD29_ST6_29_ET2024,0,SEM_C3_1,0,0
4,29148163,"Eybens, Le Verderet",1234567-MEHS29_ST5_29_ET2024,0,SEM_C4_1,0,0
3,29148234,"Échirolles, Centre du graphisme",1234567-MEHS29_ST5_29_ET2024,1,SEM_C3_2,0,0
44,29058526,"Le Gua, Prélenfrey Eglise",1234567-MFES33_ST5_33_ET2024,1,SEM_44_8,0,0
1,28833219,"Grenoble, Cité Jean Macé",12345-MSELVE30_ST0_30_ET2024,1,SEM_C1_4,0,0
A,28521803,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
83,29046753,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGED27_ST6_27_ET2024,0,,0,0
4,29147005,"Eybens, Le Verderet",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C4_1,0,0
1,28833283,"Grenoble, Cité Jean Macé",12345-MSELVE30_ST0_30_ET2024,1,SEM_C1_5,0,0
82,29047195,"Gières, Gières Gare - Universités",1234567-MGED27_ST6_27_ET2024,0,,0,0
23,29053535,"Vizille, Le Péage",1234567-MFED28_ST6_28_ET2024,0,,0,0
B,29042470,"Grenoble, Oxford",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,SEM_B_2,0,0
1,28849597,"Grenoble, Cité Jean Macé",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C1_1,0,0
16,28441555,"Meylan, Lycée du Grésivaudan",1234567-MSESAH28_ST5_28_ET2024,0,SEM_16_1,0,0
13,28804618,"Meylan, Lycée du Grésivaudan",1234567-MEHD29_ST6_29_ET2024,1,SEM_13_2,0,0
E,29042712,"Fontanil-Cornillon, Palluel",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,SEM_E_1,0,0
7,28444206,"Échirolles, Comboire",12345-MSELVE30_ST0_30_ET2024,1,SEM_C7_2,0,0
E,29051794,"Grenoble, Grand'place",12345-MGELV34_ST0_34_ET2024,0,,0,0
5,28566943,"Gières, Universités - Biologie",1234567-MSESAH28_ST5_28_ET2024,1,,0,0
B,28565021,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,0,SEM_B_1,0,0
16,28441517,"Le Pont-de-Claix, Gendarmerie",1234567-MSESAH28_ST5_28_ET2024,1,SEM_16_2,0,0
A,28522538,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
66,29058706,"Échirolles, La Rampe - Centre-Ville",1234567-MFES33_ST5_33_ET2024,0,,0,0
82,28641941,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,1,,0,0
82,28642272,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,1,,0,0
25,28824487,"Grenoble, Louise Michel",1234567-MAHS28_ST5_28_ET2024,1,SEM_25_2,0,0
7,28439441,"Échirolles, Comboire",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C7_2,0,0
82,28637742,"Gières, Gières Gare - Universités",12345-MGELV34_ST0_34_ET2024,0,,0,0
82,28637688,"Gières, Gières Gare - Universités",12345-MGELV34_ST0_34_ET2024,0,,0,0
42,29006679,"Meylan, La Détourbe",1234567-MFED28_ST6_28_ET2024,1,SEM_42_1,0,0
6,28567276,"Grenoble, Oxford",1234567-MSESAH28_ST5_28_ET2024,0,SEM_C6_2,0,0
13,28805287,"Meylan, Lycée du Grésivaudan",123456*-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_13_2,0,0
14,28493669,"Gières, Gières Gare - Universités",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,1,SEM_14_2,0,0
82,28641920,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,1,,0,0
6,28788301,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C6_1,0,0
82,29041925,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
B,28558135,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,0,SEM_B_1,0,0
2,29132860,"Claix, Pont Rouge",1234567-MEHS29_ST5_29_ET2024,0,SEM_C2_2,0,0
B,28558219,"Grenoble, Grand'place",12345-MGELV30_ST0_30_ET2024,0,,0,0
82,28637573,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,1,,0,0
16,28463872,"Le Pont-de-Claix, Gendarmerie",12345-MSELVE30_ST0_30_ET2024,1,SEM_16_2,0,0
B,28564923,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
6,28179435,"Saint-Martin-d'Hères, Henri Wallon",12345-MSELVE30_ST0_30_ET2024,1,SEM_C6_1,0,0
26,29058770,"Saint-Georges-de-Commiers, St-G.-de-Commiers Gare",1234567-MFES33_ST5_33_ET2024,0,SEM_26_5,0,0
2,29132379,"Claix, Pont Rouge",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C2_2,0,0
E,29047720,"Fontanil-Cornillon, Palluel",1234567-MGED27_ST6_27_ET2024,1,SEM_E_1,0,0
A,28522582,"Le Pont-de-Claix, L'Etoile",12345-MEELVE32_ST0_32_ET2024,0,SEM_A_3,0,0
12,28486945,"Saint-Martin-d'Hères, Les Alloves",1234567-MEHS29_ST5_29_ET2024,1,,0,0
A,28523185,"Le Pont-de-Claix, L'Etoile",12345-MEELVE34_ST0_34_ET2024,0,SEM_A_3,0,0
83,29111553,"Seyssins, Le Prisme",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
13,28804966,"Poisat, Cimetière Intercommunal",1234567-MEHS29_ST5_29_ET2024,0,,0,0
83,29041567,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
A,28521502,"Le Pont-de-Claix, L'Etoile",1234567-MEHD29_ST6_29_ET2024,0,SEM_A_3,0,0
B,28564917,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
E,29051717,"Fontanil-Cornillon, Palluel",12345-MGELV34_ST0_34_ET2024,1,SEM_E_1,0,0
82,28641955,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,1,,0,0
3,29147133,"Échirolles, Centre du graphisme",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C3_2,0,0
4,29146947,"Eybens, Le Verderet",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C4_1,0,0
84,29041247,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
82,28637655,"Gières, Gières Gare - Universités",12345-MGELV34_ST0_34_ET2024,0,,0,0
22,28441667,"Grenoble, Oxford",1234567-MSESAH28_ST5_28_ET2024,1,SEM_22_2,0,0
84,28665084,"Saint-Martin-d'Hères, Condillac - Universités",123456*-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
A,28522586,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
12,28486939,"Saint-Martin-d'Hères, Les Alloves",1234567-MEHS29_ST5_29_ET2024,1,,0,0
82,28637720,"Gières, Gières Gare - Universités",12345-MGELV34_ST0_34_ET2024,0,,0,0
B,28565091,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
56,29007346,"Grenoble, Casamaures - Village",123456*-MFELV29_ST0_29_ET2024,0,SEM_56_2,0,0
82,28637551,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,1,,0,0
A,28522692,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
E,29042655,"Fontanil-Cornillon, Palluel",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,SEM_E_1,0,0
E,29047747,"Grenoble, Grand'place",1234567-MGED27_ST6_27_ET2024,0,,0,0
82,29041940,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
7,28443838,"Échirolles, Comboire",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C7_2,0,0
12,28486905,"Eybens, Maisons Neuves",1234567-MEHS29_ST5_29_ET2024,0,,0,0
82,28637592,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,1,,0,0
4,29146952,"Eybens, Le Verderet",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C4_1,0,0
2,29133103,"Grenoble, Louise Michel",1234567-MEHD29_ST6_29_ET2024,1,SEM_C2_1,0,0
6,28567266,"Grenoble, Oxford",1234567-MSESAH28_ST5_28_ET2024,0,SEM_C6_2,0,0
82,28637540,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,1,,0,0
7,28444241,"Échirolles, Comboire",12345-MSELVE30_ST0_30_ET2024,1,SEM_C7_2,0,0
2,29132402,"Claix, Pont Rouge",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C2_2,0,0
1,28849647,"Meylan, Maupertuis",1234567-MSHDF28_ST6_28_ET2024,0,SEM_C1_2,0,0
A,28521871,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
84,29041321,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
